Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,serie,samename,metaNoteQ,serieB
14192,Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,Batman Forever: The Arcade Game,0.0,4.0,,,,1,0,0
14194,Electroplankton,DS,2005.0,Misc,Nintendo,0.01,0.0,0.02,0.0,0.03,Electroplankton,71.0,49.0,7.0,38.0,,1,3,0
14195,Cabela's Outdoor Adventures,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,Cabela's Outdoor Adventures (2009),2.0,2.0,,,,1,1,0
14203,An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,An American Tail,,,,,,1,4,0
14207,Red Faction: Guerrilla,PC,2009.0,Shooter,THQ,0.0,0.03,0.0,0.01,0.03,Red Faction: Guerrilla Re-Mars-tered,70.0,29.0,5.1,35.0,Red Faction,1,3,1
14208,The Italian Job,GC,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03,The Italian Job,73.0,15.0,,,,1,3,0
14209,Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,Crazy Chicken: Star Karts,0.0,4.0,,,,1,0,0
14211,Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,Super Dodgeball Brawlers,65.0,12.0,,,,1,3,0
14213,M&Ms Shell Shocked,PS,2001.0,Action,Berkeley,0.02,0.01,0.0,0.0,0.03,Shell Shocked,,,,,,1,4,0
14214,RACE On,PC,2009.0,Racing,bitComposer Games,0.0,0.03,0.0,0.01,0.03,RACE On,73.0,14.0,7.5,24.0,,1,3,0
14216,Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,Metal Gear Solid: The Essential Collection,0.0,4.0,8.6,13.0,,1,0,0
14217,Overlord II,PC,2009.0,Action,Codemasters,0.0,0.03,0.0,0.01,0.03,Overlord II,79.0,32.0,8.1,201.0,Overlord,1,4,1
14218,Young Justice: Legacy,Wii,2013.0,Action,Namco Bandai Games,0.0,0.03,0.0,0.0,0.03,Young Justice: Legacy,3.0,1.0,4.8,18.0,,1,1,0
14222,Call of Juarez: Bound in Blood,PC,2009.0,Shooter,Ubisoft,0.0,0.03,0.0,0.01,0.03,Call of Juarez: Bound in Blood,78.0,39.0,7.9,351.0,Call of Juarez,1,4,1
14224,Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,Shining Stars: Super Starcade,2.0,2.0,,,,1,1,0
14226,The Sum of All Fears,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,The Sum of All Fears,72.0,19.0,6.5,11.0,,1,3,0
14227,James Pond: Codename Robocod,GBA,2005.0,Platform,Play It,0.02,0.01,0.0,0.0,0.03,James Pond: Codename Robocod,0.0,4.0,,,James Pond,1,0,1
14228,Yumi's Odd Odyssey,3DS,2013.0,Platform,Agatsuma Entertainment,0.0,0.0,0.03,0.0,0.03,Yumi's Odd Odyssey,74.0,13.0,7.7,23.0,Umihara Kawase,1,3,1
14230,JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,JoJo's Bizarre Adventure: Eyes of Heaven,61.0,35.0,7.9,148.0,JoJo's Bizarre Adventure,1,3,1
14231,Angler's Club: Ultimate Bass Fishing 3D,3DS,2011.0,Sports,D3Publisher,0.0,0.03,0.0,0.0,0.03,Angler's Club: Ultimate Bass Fishing 3D,2.0,2.0,,,,1,1,0
14235,Emma at the Farm,DS,2008.0,Adventure,Aspyr,0.03,0.0,0.0,0.0,0.03,Emma at the Farm,0.0,4.0,,,,1,0,0
14236,NASCAR Heat Evolution,PS4,2016.0,Racing,Dusenberry Martin Racing,0.03,0.0,0.0,0.01,0.03,NASCAR Heat Evolution,66.0,8.0,4.2,28.0,NASCAR: Heat,1,3,1
14238,The Sims 2: Glamour Life Stuff,PC,2006.0,Simulation,Electronic Arts,0.0,0.03,0.0,0.01,0.03,The Sims 2: Glamour Life Stuff,3.0,1.0,6.8,10.0,The Sims,1,1,1
14240,Summer Athletics: The Ultimate Challenge,X360,2008.0,Sports,DTP Entertainment,0.02,0.01,0.0,0.0,0.03,Summer Athletics: The Ultimate Challenge,56.0,13.0,,,,1,3,0
14241,Prince of Persia: The Forgotten Sands,PC,2010.0,Action,Ubisoft,0.0,0.03,0.0,0.0,0.03,Prince of Persia: The Forgotten Sands,75.0,49.0,7.4,159.0,Prince of Persia,1,4,1
14244,Clannad,PS3,2011.0,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03,Clannad,83.0,5.0,8.8,77.0,,1,4,0
14245,Maximum Racing: GP Classic Racing,Wii,2010.0,Racing,Nordic Games,0.03,0.0,0.0,0.0,0.03,Maximum Racing: GP Classic Racing,0.0,4.0,,,,1,0,0
14246,Trials Fusion,PC,2014.0,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03,Trials Fusion,79.0,51.0,7.1,301.0,Trials,1,4,1
14247,Rugby League Live 3,PS3,2015.0,Action,Tru Blu Entertainment,0.0,0.03,0.0,0.0,0.03,Rugby League Live 3,1.0,3.0,,,Rugby League,1,1,1
14248,PowerSlave,PS,1996.0,Shooter,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,PowerSlave,0.0,4.0,,,,1,0,0
14249,Legend of the Dragon,PSP,2007.0,Fighting,Game Factory,0.03,0.0,0.0,0.0,0.03,Legend of the Dragon,29.0,4.0,,,,1,2,0
14250,Project Gotham Racing 2 (JP weekly sales),XB,2003.0,Action,Microsoft Game Studios,0.0,0.0,0.03,0.0,0.03,Project Gotham Racing 2,90.0,50.0,8.7,91.0,,1,4,0
14252,The Binding of Isaac,PC,2012.0,Action,Unknown,0.0,0.03,0.0,0.0,0.03,The Binding of Isaac,84.0,30.0,8.3,1106.0,,1,4,0
14253,CT Special Forces,GBA,2002.0,Action,LSP Games,0.02,0.01,0.0,0.0,0.03,CT Special Forces,71.0,14.0,,,,1,3,0
14254,FIFA World Cup: Germany 2006,GBA,2006.0,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.03,FIFA World Cup: Germany 2006,77.0,12.0,7.5,58.0,,1,4,0
14255,Jewel Master: Cradle of Rome,Wii,2008.0,Puzzle,Rondomedia,0.03,0.0,0.0,0.0,0.03,Jewel Master: Cradle of Rome,2.0,2.0,,,,1,1,0
14256,Midnight Mysteries: The Edgar Allan Poe Conspiracy,PC,2009.0,Adventure,GSP,0.0,0.03,0.0,0.01,0.03,Midnight Mysteries: The Edgar Allan Poe Conspiracy,55.0,4.0,,,,1,3,0
14257,Beastly,Wii,2011.0,Misc,Unknown,0.03,0.0,0.0,0.0,0.03,Beastly,1.0,3.0,,,,1,1,0
14259,Earthworm Jim 2,GBA,2002.0,Platform,Vivendi Games,0.02,0.01,0.0,0.0,0.03,Earthworm Jim 2,0.0,4.0,8.1,19.0,Earthworm Jim,1,0,1
14266,Street Supremacy,PSP,2005.0,Racing,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.03,Street Supremacy,41.0,31.0,,,Shutokou Battle,1,2,1
14267,Combat Mission: Shock Force,PC,2007.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,Combat Mission: Shock Force,62.0,15.0,3.2,88.0,Combat Mission,1,3,1
14269,House M.D.,DS,2010.0,Adventure,Mindscape,0.02,0.01,0.0,0.0,0.03,House M.D.,3.0,1.0,6.8,18.0,,1,1,0
14270,Mystery Case Files: Ravenhearst,PC,2007.0,Puzzle,Focus Home Interactive,0.01,0.02,0.0,0.01,0.03,Mystery Case Files: Ravenhearst,0.0,4.0,,,Mystery Case Files,1,0,1
14272,River King: Mystic Valley (jp sales),DS,2007.0,Sports,Rising Star Games,0.0,0.0,0.03,0.0,0.03,River King: Mystic Valley,54.0,8.0,,,,1,3,0
14273,Winning Post World,PS2,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Winning Post,0.0,4.0,,,,1,0,0
14275,Best Friends Tonight,DS,2010.0,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.03,Best Friends Tonight,0.0,4.0,,,,1,0,0
14280,Sea Park Tycoon,DS,2010.0,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,Sea Park Tycoon,0.0,4.0,,,,1,0,0
14281,Disney Sports Soccer,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03,Disney Sports Soccer,75.0,7.0,,,Disney Sports,1,4,1
14282,Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,Cooking Mama 5: Bon Appetit!,60.0,11.0,,,Cooking Mama,1,3,1
14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,Ultimate Block Party,76.0,12.0,,,,1,4,0
14291,Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03,Raw Danger!,63.0,22.0,8.8,28.0,Disaster Report,1,3,1
14292,Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,Arthur and the Invisibles,66.0,22.0,,,,1,3,0
14293,Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,Flipper Critters,60.0,13.0,,,,1,3,0
14295,Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,Monster Rancher,86.0,5.0,8.6,16.0,Monster Rancher,1,4,1
14296,Foto Showdown,DS,2010.0,Role-Playing,Unknown,0.03,0.0,0.0,0.0,0.03,Foto Showdown,2.0,2.0,,,,1,1,0
14297,Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Draglade,71.0,23.0,,,,1,3,0
14301,Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,Elf Bowling 1 & 2,12.0,4.0,2.6,41.0,,1,1,0
14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,Men of War,80.0,22.0,8.0,167.0,,1,4,0
14303,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Toy Shop,31.0,7.0,5.0,12.0,,1,2,0
14304,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,Metroid Prime: Federation Force,64.0,56.0,5.5,266.0,Metroid,1,3,1
14305,GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,GunGriffon: Allied Strike,55.0,21.0,,,Gungriffon,1,3,1
14306,Stacked with Daniel Negreanu,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03,Stacked with Daniel Negreanu,54.0,17.0,,,,1,3,0
14309,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,Sonic Boom: Fire & Ice,62.0,39.0,7.2,156.0,Sonic the Hedgehog,1,3,1
14311,Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,Hallowed Legends: Samhain - A Hidden Object Adventure,,,,,,1,4,0
14312,Captain Morgane and the Golden Turtle,DS,2012.0,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03,Captain Morgane and the Golden Turtle,54.0,6.0,6.2,12.0,,1,3,0
14314,Silverlicious,DS,2012.0,Action,,0.03,0.0,0.0,0.0,0.03,Silverlicious,0.0,4.0,,,,1,0,0
14315,Majesty 2: The Fantasy Kingdom Sim,X360,,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03,Majesty 2: The Fantasy Kingdom Sim,72.0,31.0,7.2,142.0,Majesty series,1,3,1
14318,PopCap Arcade Vol 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,PopCap Arcade Vol 2,67.0,4.0,,,,1,3,0
14321,Vegas Casino,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,Las Vegas Casino Party,0.0,4.0,,,,1,0,0
14322,Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,Monster High: New Ghoul in School,2.0,2.0,,,Monster High,1,1,1
14326,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,Tork: Prehistoric Punk,62.0,21.0,,,,1,3,0
14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,Chicken Shoot 2,1.0,3.0,,,,1,1,0
14330,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,Neverwinter Nights: Enhanced Edition,56.0,9.0,5.8,10.0,,1,3,0
14331,East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,East India Company Collection,0.0,4.0,,,,1,0,0
14333,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,The Inner World,60.0,6.0,,,,1,3,0
14335,Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,Underground Pool,40.0,7.0,,,,1,2,0
14338,Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,Alter Ego,0.0,4.0,,,,1,0,0
14341,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,River City Super Sports Challenge: All Stars Special,0.0,4.0,,,,1,0,0
14342,My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03,My Pet Shop,60.0,10.0,,,,1,3,0
14344,Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,Konami Classics Series: Arcade Hits,76.0,29.0,,,Arcade Hits,1,4,1
14345,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03,Dodge Racing: Charger vs Challenger,0.0,4.0,,,,1,0,0
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Atelier Sophie: The Alchemist of the Mysterious Book,75.0,32.0,7.8,79.0,Atelier,1,4,1
14351,Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,Sorcery Saga: The Curse of the Great Curry God,65.0,17.0,7.3,44.0,Madō Monogatari,1,3,1
14354,Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,Dance Factory,56.0,22.0,,,,1,3,0
14355,LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,LEGO Legends of Chima: Laval's Journey,64.0,5.0,6.8,11.0,Lego Legends of Chima,1,3,1
14356,Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,Montessori Music,0.0,4.0,,,,1,0,0
14357,Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,Totally Spies! Totally Party,0.0,4.0,,,,1,0,0
14358,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,DragonHeart: Fire & Steel,0.0,4.0,,,,1,0,0
14363,RoadKill,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,RoadKill,71.0,27.0,7.9,18.0,,1,3,0
14364,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,The Legend of Heroes III: Song of the Ocean,58.0,17.0,7.3,11.0,The Legend of Heroes,1,3,1
14365,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,Dungeon Maker: Hunting Ground,70.0,18.0,,,,1,3,0
14366,Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,Mushihimesama,84.0,13.0,,,Mushihimesama,1,4,1
14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,F1 2002,88.0,11.0,7.5,40.0,,1,4,0
14368,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,Pocket Fighter,0.0,4.0,,,,1,0,0
14369,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,Lock On: Modern Air Combat,76.0,20.0,7.4,552.0,,1,4,0
14372,Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,Guilty Gear XX Accent Core Plus R,3.0,1.0,,,Guilty Gear,1,1,1
14373,Starsky & Hutch,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,Starsky & Hutch,60.0,15.0,7.3,10.0,,1,3,0
14374,Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,Super Meat Boy,87.0,11.0,8.2,942.0,,1,4,0
14375,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,Sitting Ducks,1.0,3.0,,,,1,1,0
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,JoJo's Bizarre Adventure: Eyes of Heaven,61.0,35.0,7.9,148.0,JoJo's Bizarre Adventure,1,3,1
14380,Fullmetal Alchemist: Brotherhood,PSP,,Action,Unknown,0.0,0.0,0.03,0.0,0.03,Fullmetal Alchemist: Brotherhood,,,,,,1,4,0
14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,Doodle Hex,68.0,14.0,,,,1,3,0
14384,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,Homeworld 2,83.0,31.0,8.4,147.0,Homeworld,1,4,1
14386,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,Hearts of Iron IV,83.0,37.0,7.5,746.0,Hearts of Iron,1,4,1
14389,Stacked with Daniel Negreanu,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,Stacked with Daniel Negreanu,54.0,17.0,,,,1,3,0
14391,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03,Rayman 3: Hoodlum Havoc,76.0,21.0,8.7,82.0,Rayman,1,4,1
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03,Phantasy Star Online 2,2.0,2.0,4.8,51.0,,1,1,0
14396,Dr. Muto,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,Dr. Muto,70.0,13.0,,,,1,3,0
14398,Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03,Disney/Pixar Ratatouille,65.0,9.0,8.0,35.0,,1,3,0
14400,Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,Jikandia: The Timeless Land,60.0,5.0,,,,1,3,0
14401,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,Egg Mania: Eggstreme Madness,64.0,7.0,,,,1,3,0
14403,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,Boot Camp Academy,0.0,4.0,,,,1,0,0
14405,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Zero Escape: Virtue's Last Reward,84.0,32.0,8.8,269.0,Zero Escape,1,4,1
14406,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,Darkstalkers Resurrection,80.0,33.0,7.4,32.0,Darkstalkers,1,4,1
14407,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,Take On Helicopters,70.0,10.0,6.7,27.0,Take On,1,3,1
14409,Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,Emergency! Disaster Rescue Squad,2.0,2.0,,,,1,1,0
14410,Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,Shaun White Skateboarding,61.0,26.0,,,,1,3,0
14411,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,Empire Earth II,79.0,39.0,7.2,111.0,Empire Earth,1,4,1
14412,Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,Arcana Heart,77.0,12.0,,,,1,4,0
14413,MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,MotoGP 15,66.0,15.0,,,MotoGP,1,3,1
14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,NBA 2K13,90.0,26.0,8.0,111.0,NBA 2K,1,4,1
14416,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03,Harry Potter and the Half-Blood Prince,64.0,14.0,5.1,72.0,,1,3,0
14417,Winning Post 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,Winning Post,0.0,4.0,,,,1,0,0
14418,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,Knights of Honor,77.0,26.0,8.8,130.0,,1,4,0
14420,Code Lyoko: Quest for Infinity,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,Code Lyoko: Quest for Infinity,58.0,15.0,7.8,12.0,Code Lyoko,1,3,1
14421,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,Away: Shuffle Dungeon,65.0,17.0,,,,1,3,0
14422,Digimon World 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,Digimon World 4,48.0,7.0,6.5,52.0,Digimon,1,2,1
14423,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,Bubble Bobble Evolution,47.0,5.0,,,Bubble Bobble,1,2,1
14427,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03,Galleon: Islands of Mystery,67.0,40.0,6.7,12.0,,1,3,0
14429,World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,World Sports Competition,0.0,4.0,,,Power Sports,1,0,1
14430,Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,Summon Night 6: Lost Borders,71.0,9.0,6.9,19.0,Summon Night,1,3,1
14432,Far East of Eden Shinden,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,East of Eden,,,,,,1,4,0
14433,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,Sunny Garcia Surfing,61.0,11.0,,,,1,3,0
14435,Alia's Carnival! Sacrament,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,Alia's Carnival!,0.0,4.0,,,,1,0,0
14436,Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Nacho Libre,56.0,6.0,,,,1,3,0
14441,Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,Bad Apple Wars,78.0,7.0,,,,1,4,0
14442,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,Transformers: Devastation,77.0,50.0,7.5,221.0,Transformers,1,4,1
14450,Section 8,PC,2009.0,Shooter,SouthPeak Games,0.01,0.01,0.0,0.0,0.03,Section 8,69.0,49.0,7.3,61.0,,1,3,0
14451,Go! Go! Hypergrind,GC,2003.0,Sports,Atlus,0.02,0.01,0.0,0.0,0.03,Go! Go! Hypergrind,67.0,9.0,,,,1,3,0
14454,Hot Pixel,PSP,2007.0,Puzzle,Atari,0.03,0.0,0.0,0.0,0.03,Hot Pixel,55.0,35.0,,,,1,3,0
14455,Peak Performance,PS,1997.0,Racing,JVC,0.02,0.01,0.0,0.0,0.03,GRID 2: Peak Performance Pack,,,,,,1,4,0
14460,S.L.A.I.: Steel Lancer Arena International,PS2,2005.0,Simulation,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.03,S.L.A.I.: Steel Lancer Arena International,66.0,16.0,8.2,13.0,,1,3,0
14461,Pet Alien: An Intergalactic Puzzlepalooza,DS,2007.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,Pet Alien: An Intergalactic Puzzlepalooza,58.0,16.0,,,Pet Alien,1,3,1
14462,Freaky Flyers,XB,2003.0,Racing,Midway Games,0.02,0.01,0.0,0.0,0.03,Freaky Flyers,66.0,20.0,,,,1,3,0
14463,Blokus Portable: Steambot Championship,PSP,2006.0,Puzzle,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,Blokus Portable: Steambot Championship,51.0,5.0,,,Steambot Chronicles,1,3,1
14468,Sins of a Solar Empire,PC,2008.0,Strategy,Pinnacle,0.0,0.02,0.0,0.01,0.03,Sins of a Solar Empire: Rebellion,82.0,24.0,7.9,284.0,,1,4,0
14469,Graffiti Kingdom,PS2,2004.0,Role-Playing,505 Games,0.01,0.01,0.0,0.0,0.03,Graffiti Kingdom,71.0,27.0,7.1,13.0,Rakugaki Oukoku,1,3,1
14472,Lords of the Fallen,PC,2014.0,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03,Lords of the Fallen,68.0,45.0,6.4,574.0,,1,3,0
14476,Combat Elite: WWII Paratroopers,XB,,Shooter,Unknown,0.02,0.01,0.0,0.0,0.03,Combat Elite: WWII Paratroopers,54.0,12.0,,,,1,3,0
14479,Klonoa 2: Dream Champ Tournament,GBA,2002.0,Platform,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,Klonoa 2: Dream Champ Tournament,78.0,20.0,8.6,16.0,Klonoa,1,4,1
14480,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Intergrow,0.0,0.0,0.03,0.0,0.03,Shantae and the Pirate's Curse,86.0,11.0,8.3,71.0,Shantae,1,4,1
14482,The Peanuts Movie: Snoopy's Grand Adventure,3DS,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,The Peanuts Movie: Snoopy's Grand Adventure,59.0,4.0,6.8,25.0,,1,3,0
14483,Resident Evil 4,PC,2007.0,Action,Ubisoft,0.0,0.02,0.0,0.01,0.03,Resident Evil 4,82.0,20.0,8.4,619.0,,1,4,0
